==============================================================================
ReFS Object ID Table
==============================================================================
  Image:            win11refstestmftecmd.raw
  Partition start:  0x1000000
  Cluster size:     0x1000
  ReFS version:     3.14
  CPC:              0x4000 (shift=15)
  Container entries:63
  OID Table root:   [0x13c04, 0x13c05, 0x13c06, 0x13c07]
  OID Table phys:   [0x3c04, 0x3c05, 0x3c06, 0x3c07]

Total objects: 250

  OID      Name                             Root LCN Physical LCN    Sig Extra
  ----------------------------------------------------------------------------
    PLCN tuple: [0x1830, 0x1831, 0x1832, 0x1833]
    Absolute:   0x2830000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x830 — Directory/File (0x830)
    Key (raw):  00000000000000003008000000000000
    VLCN tuple: [0x1363c, 0x1363d, 0x1363e, 0x1363f]
    PLCN tuple: [0x363c, 0x363d, 0x363e, 0x363f]
    Absolute:   0x463c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x831 — Directory/File (0x831)
    Key (raw):  00000000000000003108000000000000
    VLCN tuple: [0x1224c, 0x1224d, 0x1224e, 0x1224f]
    PLCN tuple: [0x224c, 0x224d, 0x224e, 0x224f]
    Absolute:   0x324c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x832 — Directory/File (0x832)
    Key (raw):  00000000000000003208000000000000
    VLCN tuple: [0x13438, 0x13439, 0x1343a, 0x1343b]
    PLCN tuple: [0x3438, 0x3439, 0x343a, 0x343b]
    Absolute:   0x4438000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x835 — Directory/File (0x835)
    Key (raw):  00000000000000003508000000000000
    VLCN tuple: [0x11a28, 0x11a29, 0x11a2a, 0x11a2b]
    PLCN tuple: [0x1a28, 0x1a29, 0x1a2a, 0x1a2b]
    Absolute:   0x2a28000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x836 — Directory/File (0x836)
    Key (raw):  00000000000000003608000000000000
    VLCN tuple: [0x11034, 0x11035, 0x11036, 0x11037]
    PLCN tuple: [0x1034, 0x1035, 0x1036, 0x1037]
    Absolute:   0x2034000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1222 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x838 — Directory/File (0x838)
    Key (raw):  00000000000000003808000000000000
    VLCN tuple: [0x10070, 0x10071, 0x10072, 0x10073]
    PLCN tuple: [0x70, 0x71, 0x72, 0x73]
    Absolute:   0x1070000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1222 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x83a — Directory/File (0x83a)
    Key (raw):  00000000000000003a08000000000000
    VLCN tuple: [0x11450, 0x11451, 0x11452, 0x11453]
    PLCN tuple: [0x1450, 0x1451, 0x1452, 0x1453]
    Absolute:   0x2450000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  0a 00 00 00 00 00 00 00                           ........

  OID 0x83c — Directory/File (0x83c)
    Key (raw):  00000000000000003c08000000000000
    VLCN tuple: [0x12234, 0x12235, 0x12236, 0x12237]
    PLCN tuple: [0x2234, 0x2235, 0x2236, 0x2237]
    Absolute:   0x3234000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x840 — Directory/File (0x840)
    Key (raw):  00000000000000004008000000000000
    VLCN tuple: [0x12470, 0x12471, 0x12472, 0x12473]
    PLCN tuple: [0x2470, 0x2471, 0x2472, 0x2473]
    Absolute:   0x3470000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x841 — Directory/File (0x841)
    Key (raw):  00000000000000004108000000000000
    VLCN tuple: [0x12e34, 0x12e35, 0x12e36, 0x12e37]
    PLCN tuple: [0x2e34, 0x2e35, 0x2e36, 0x2e37]
    Absolute:   0x3e34000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  0a 00 00 00 00 00 00 00                           ........

  OID 0x843 — Directory/File (0x843)
    Key (raw):  00000000000000004308000000000000
    VLCN tuple: [0x13e3c, 0x13e3d, 0x13e3e, 0x13e3f]
    PLCN tuple: [0x3e3c, 0x3e3d, 0x3e3e, 0x3e3f]
    Absolute:   0x4e3c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x846 — Directory/File (0x846)
    Key (raw):  00000000000000004608000000000000
    VLCN tuple: [0x10c10, 0x10c11, 0x10c12, 0x10c13]
    PLCN tuple: [0xc10, 0xc11, 0xc12, 0xc13]
    Absolute:   0x1c10000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x847 — Directory/File (0x847)
    Key (raw):  00000000000000004708000000000000
    VLCN tuple: [0x10a50, 0x10a51, 0x10a52, 0x10a53]
    PLCN tuple: [0xa50, 0xa51, 0xa52, 0xa53]
    Absolute:   0x1a50000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1222 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x848 — Directory/File (0x848)
    Key (raw):  00000000000000004808000000000000
    VLCN tuple: [0x13238, 0x13239, 0x1323a, 0x1323b]
    PLCN tuple: [0x3238, 0x3239, 0x323a, 0x323b]
    Absolute:   0x4238000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x84a — Directory/File (0x84a)
    Key (raw):  00000000000000004a08000000000000
    VLCN tuple: [0x1006c, 0x1006d, 0x1006e, 0x1006f]
    PLCN tuple: [0x6c, 0x6d, 0x6e, 0x6f]
    Absolute:   0x106c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x84c — Directory/File (0x84c)
    Key (raw):  00000000000000004c08000000000000
    VLCN tuple: [0x12840, 0x12841, 0x12842, 0x12843]
    PLCN tuple: [0x2840, 0x2841, 0x2842, 0x2843]
    Absolute:   0x3840000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x84f — Directory/File (0x84f)
    Key (raw):  00000000000000004f08000000000000
    VLCN tuple: [0x10414, 0x10415, 0x10416, 0x10417]
    PLCN tuple: [0x414, 0x415, 0x416, 0x417]
    Absolute:   0x1414000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x851 — Directory/File (0x851)
    Key (raw):  00000000000000005108000000000000
    VLCN tuple: [0x13418, 0x13419, 0x1341a, 0x1341b]
    PLCN tuple: [0x3418, 0x3419, 0x341a, 0x341b]
    Absolute:   0x4418000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1076 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x853 — Directory/File (0x853)
    Key (raw):  00000000000000005308000000000000
    VLCN tuple: [0x11640, 0x11641, 0x11642, 0x11643]
    PLCN tuple: [0x1640, 0x1641, 0x1642, 0x1643]
    Absolute:   0x2640000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x855 — Directory/File (0x855)
    Key (raw):  00000000000000005508000000000000
    VLCN tuple: [0x12a5c, 0x12a5d, 0x12a5e, 0x12a5f]
    PLCN tuple: [0x2a5c, 0x2a5d, 0x2a5e, 0x2a5f]
    Absolute:   0x3a5c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x856 — Directory/File (0x856)
    Key (raw):  00000000000000005608000000000000
    VLCN tuple: [0x10c28, 0x10c29, 0x10c2a, 0x10c2b]
    PLCN tuple: [0xc28, 0xc29, 0xc2a, 0xc2b]
    Absolute:   0x1c28000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x857 — Directory/File (0x857)
    Key (raw):  00000000000000005708000000000000
    VLCN tuple: [0x11044, 0x11045, 0x11046, 0x11047]
    PLCN tuple: [0x1044, 0x1045, 0x1046, 0x1047]
    Absolute:   0x2044000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1222 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x859 — Directory/File (0x859)
    Key (raw):  00000000000000005908000000000000
    VLCN tuple: [0x1120c, 0x1120d, 0x1120e, 0x1120f]
    PLCN tuple: [0x120c, 0x120d, 0x120e, 0x120f]
    Absolute:   0x220c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1076 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x85c — Directory/File (0x85c)
    Key (raw):  00000000000000005c08000000000000
    VLCN tuple: [0x12a28, 0x12a29, 0x12a2a, 0x12a2b]
    PLCN tuple: [0x2a28, 0x2a29, 0x2a2a, 0x2a2b]
    Absolute:   0x3a28000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x85e — Directory/File (0x85e)
    Key (raw):  00000000000000005e08000000000000
    VLCN tuple: [0x13824, 0x13825, 0x13826, 0x13827]
    PLCN tuple: [0x3824, 0x3825, 0x3826, 0x3827]
    Absolute:   0x4824000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x85f — Directory/File (0x85f)
    Key (raw):  00000000000000005f08000000000000
    VLCN tuple: [0x1382c, 0x1382d, 0x1382e, 0x1382f]
    PLCN tuple: [0x382c, 0x382d, 0x382e, 0x382f]
    Absolute:   0x482c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x860 — Directory/File (0x860)
    Key (raw):  00000000000000006008000000000000
    VLCN tuple: [0x12c4c, 0x12c4d, 0x12c4e, 0x12c4f]
    PLCN tuple: [0x2c4c, 0x2c4d, 0x2c4e, 0x2c4f]
    Absolute:   0x3c4c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x861 — Directory/File (0x861)
    Key (raw):  00000000000000006108000000000000
    VLCN tuple: [0x11834, 0x11835, 0x11836, 0x11837]
    PLCN tuple: [0x1834, 0x1835, 0x1836, 0x1837]
    Absolute:   0x2834000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x862 — Directory/File (0x862)
    Key (raw):  00000000000000006208000000000000
    VLCN tuple: [0x10244, 0x10245, 0x10246, 0x10247]
    PLCN tuple: [0x244, 0x245, 0x246, 0x247]
    Absolute:   0x1244000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x863 — Directory/File (0x863)
    Key (raw):  00000000000000006308000000000000
    VLCN tuple: [0x11234, 0x11235, 0x11236, 0x11237]
    PLCN tuple: [0x1234, 0x1235, 0x1236, 0x1237]
    Absolute:   0x2234000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x864 — Directory/File (0x864)
    Key (raw):  00000000000000006408000000000000
    VLCN tuple: [0x10a54, 0x10a55, 0x10a56, 0x10a57]
    PLCN tuple: [0xa54, 0xa55, 0xa56, 0xa57]
    Absolute:   0x1a54000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x865 — Directory/File (0x865)
    Key (raw):  00000000000000006508000000000000
    VLCN tuple: [0x11048, 0x11049, 0x1104a, 0x1104b]
    PLCN tuple: [0x1048, 0x1049, 0x104a, 0x104b]
    Absolute:   0x2048000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x866 — Directory/File (0x866)
    Key (raw):  00000000000000006608000000000000
    VLCN tuple: [0x10c18, 0x10c19, 0x10c1a, 0x10c1b]
    PLCN tuple: [0xc18, 0xc19, 0xc1a, 0xc1b]
    Absolute:   0x1c18000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x868 — Directory/File (0x868)
    Key (raw):  00000000000000006808000000000000
    VLCN tuple: [0x1007c, 0x1007d, 0x1007e, 0x1007f]
    PLCN tuple: [0x7c, 0x7d, 0x7e, 0x7f]
    Absolute:   0x107c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x869 — Directory/File (0x869)
    Key (raw):  00000000000000006908000000000000
    VLCN tuple: [0x10e54, 0x10e55, 0x10e56, 0x10e57]
    PLCN tuple: [0xe54, 0xe55, 0xe56, 0xe57]
    Absolute:   0x1e54000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x86a — Directory/File (0x86a)
    Key (raw):  00000000000000006a08000000000000
    VLCN tuple: [0x11434, 0x11435, 0x11436, 0x11437]
    PLCN tuple: [0x1434, 0x1435, 0x1436, 0x1437]
    Absolute:   0x2434000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x86b — Directory/File (0x86b)
    Key (raw):  00000000000000006b08000000000000
    VLCN tuple: [0x11e3c, 0x11e3d, 0x11e3e, 0x11e3f]
    PLCN tuple: [0x1e3c, 0x1e3d, 0x1e3e, 0x1e3f]
    Absolute:   0x2e3c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x86c — Directory/File (0x86c)
    Key (raw):  00000000000000006c08000000000000
    VLCN tuple: [0x11c58, 0x11c59, 0x11c5a, 0x11c5b]
    PLCN tuple: [0x1c58, 0x1c59, 0x1c5a, 0x1c5b]
    Absolute:   0x2c58000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x86d — Directory/File (0x86d)
    Key (raw):  00000000000000006d08000000000000
    VLCN tuple: [0x10e44, 0x10e45, 0x10e46, 0x10e47]
    PLCN tuple: [0xe44, 0xe45, 0xe46, 0xe47]
    Absolute:   0x1e44000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x86e — Directory/File (0x86e)
    Key (raw):  00000000000000006e08000000000000
    VLCN tuple: [0x13838, 0x13839, 0x1383a, 0x1383b]
    PLCN tuple: [0x3838, 0x3839, 0x383a, 0x383b]
    Absolute:   0x4838000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x86f — Directory/File (0x86f)
    Key (raw):  00000000000000006f08000000000000
    VLCN tuple: [0x13a34, 0x13a35, 0x13a36, 0x13a37]
    PLCN tuple: [0x3a34, 0x3a35, 0x3a36, 0x3a37]
    Absolute:   0x4a34000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x870 — Directory/File (0x870)
    Key (raw):  00000000000000007008000000000000
    VLCN tuple: [0x13a60, 0x13a61, 0x13a62, 0x13a63]
    PLCN tuple: [0x3a60, 0x3a61, 0x3a62, 0x3a63]
    Absolute:   0x4a60000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x871 — Directory/File (0x871)
    Key (raw):  00000000000000007108000000000000
    VLCN tuple: [0x1103c, 0x1103d, 0x1103e, 0x1103f]
    PLCN tuple: [0x103c, 0x103d, 0x103e, 0x103f]
    Absolute:   0x203c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x872 — Directory/File (0x872)
    Key (raw):  00000000000000007208000000000000
    VLCN tuple: [0x11a40, 0x11a41, 0x11a42, 0x11a43]
    PLCN tuple: [0x1a40, 0x1a41, 0x1a42, 0x1a43]
    Absolute:   0x2a40000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x873 — Directory/File (0x873)
    Key (raw):  00000000000000007308000000000000
    VLCN tuple: [0x1024c, 0x1024d, 0x1024e, 0x1024f]
    PLCN tuple: [0x24c, 0x24d, 0x24e, 0x24f]
    Absolute:   0x124c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x874 — Directory/File (0x874)
    Key (raw):  00000000000000007408000000000000
    VLCN tuple: [0x12c50, 0x12c51, 0x12c52, 0x12c53]
    PLCN tuple: [0x2c50, 0x2c51, 0x2c52, 0x2c53]
    Absolute:   0x3c50000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x875 — Directory/File (0x875)
    Key (raw):  00000000000000007508000000000000
    VLCN tuple: [0x12824, 0x12825, 0x12826, 0x12827]
    PLCN tuple: [0x2824, 0x2825, 0x2826, 0x2827]
    Absolute:   0x3824000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x877 — Directory/File (0x877)
    Key (raw):  00000000000000007708000000000000
    VLCN tuple: [0x12c58, 0x12c59, 0x12c5a, 0x12c5b]
    PLCN tuple: [0x2c58, 0x2c59, 0x2c5a, 0x2c5b]
    Absolute:   0x3c58000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x879 — Directory/File (0x879)
    Key (raw):  00000000000000007908000000000000
    VLCN tuple: [0x10644, 0x10645, 0x10646, 0x10647]
    PLCN tuple: [0x644, 0x645, 0x646, 0x647]
    Absolute:   0x1644000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x87a — Directory/File (0x87a)
    Key (raw):  00000000000000007a08000000000000
    VLCN tuple: [0x13a58, 0x13a59, 0x13a5a, 0x13a5b]
    PLCN tuple: [0x3a58, 0x3a59, 0x3a5a, 0x3a5b]
    Absolute:   0x4a58000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x87b — Directory/File (0x87b)
    Key (raw):  00000000000000007b08000000000000
    VLCN tuple: [0x10c30, 0x10c31, 0x10c32, 0x10c33]
    PLCN tuple: [0xc30, 0xc31, 0xc32, 0xc33]
    Absolute:   0x1c30000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x87c — Directory/File (0x87c)
    Key (raw):  00000000000000007c08000000000000
    VLCN tuple: [0x1080c, 0x1080d, 0x1080e, 0x1080f]
    PLCN tuple: [0x80c, 0x80d, 0x80e, 0x80f]
    Absolute:   0x180c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x87d — Directory/File (0x87d)
    Key (raw):  00000000000000007d08000000000000
    VLCN tuple: [0x11448, 0x11449, 0x1144a, 0x1144b]
    PLCN tuple: [0x1448, 0x1449, 0x144a, 0x144b]
    Absolute:   0x2448000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x87e — Directory/File (0x87e)
    Key (raw):  00000000000000007e08000000000000
    VLCN tuple: [0x10e48, 0x10e49, 0x10e4a, 0x10e4b]
    PLCN tuple: [0xe48, 0xe49, 0xe4a, 0xe4b]
    Absolute:   0x1e48000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x87f — Directory/File (0x87f)
    Key (raw):  00000000000000007f08000000000000
    VLCN tuple: [0x1261c, 0x1261d, 0x1261e, 0x1261f]
    PLCN tuple: [0x261c, 0x261d, 0x261e, 0x261f]
    Absolute:   0x361c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x880 — Directory/File (0x880)
    Key (raw):  00000000000000008008000000000000
    VLCN tuple: [0x10e4c, 0x10e4d, 0x10e4e, 0x10e4f]
    PLCN tuple: [0xe4c, 0xe4d, 0xe4e, 0xe4f]
    Absolute:   0x1e4c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x881 — Directory/File (0x881)
    Key (raw):  00000000000000008108000000000000
    VLCN tuple: [0x13030, 0x13031, 0x13032, 0x13033]
