==============================================================================
ReFS Directory Tree
==============================================================================
  Image:           win11refstestmftecmd.raw
  ReFS version:    3.14
  Cluster size:    0x1000
  Objects:         250
  Start OID:       0x600
  Start name:      Root Directory

  Total entries:   1744 (237 directories, 1507 files, 84 ADS)

  Type  OID          Attrs            Size Modified             Path
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_symlink_gamma_700031.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_symlink_log_495479.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_symlink_sync_121160.lnk
  FILE  0x7cc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_symlink_sync_706535.lnk
  FILE  0x7cc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_symlink_trace_964692.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_symlink_victor_617552.lnk
  FILE  0x7cc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_symlink_whiskey_626552.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_uniform_sync_980290.txt
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_uniform_sync_980290.txt:hidden_4871
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_yankee_report_685069.xml
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_yankee_report_685069.xml:hidden_3832
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_zulu_config_585450.ini
  DIR   0x7cb        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351
  DIR   0x817        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/dir_data_708007
  DIR   0x80f        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/dir_mike_299970
  DIR   0x7eb        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/dir_oscar_170028
  FILE  0x7eb        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/dir_oscar_170028/xbpt_symlink_draft_732119.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_beta_india_313283.bin
  FILE  0x7b3        ARCHIVE        497479 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_hardlink_alpha_225373.cfg
  FILE  0x7ba        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_hardlink_foxtrot_760624.lnk
  FILE  0x7bc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_hardlink_trace_562457.lnk
  FILE  0x7cb        ARCHIVE        445206 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_oscar_hotel_328301.txt
  FILE  (resident)   ARCHIVE             0 2024-09-02 07:42:02  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_quebec_cache_515604.cfg
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_symlink_config_769065.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_symlink_kilo_456028.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_symlink_record_856758.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_symlink_tango_915252.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_symlink_tango_964419.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_sync_zulu_909804.cfg
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_sync_zulu_909804.cfg:hidden_2955
  FILE  0x7b3        ARCHIVE        448148 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351/xbpt_whiskey_report_114009.xml
  DIR   0x7bb        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981
  DIR   0x7c2        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731
  DIR   0x7ea        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/dir_foxtrot_557203
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_backup_draft_219617.md
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_backup_draft_219617.md:hidden_4612
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_beta_romeo_825760.tmp
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_beta_romeo_825760.tmp:hidden_5945
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_beta_sync_346185.bak
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_beta_sync_346185.bak:hidden_4804
  FILE  0x7c2        ARCHIVE        390041 2023-03-25 07:40:58  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_echo_beta_386853.csv
  FILE  0x7b3        ARCHIVE        455786 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_hardlink_output_952583.xml
  FILE  0x7c1        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_hardlink_romeo_765214.lnk
  FILE  0x7bf        ARCHIVE        239817 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_hardlink_whiskey_741231.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_papa_config_471300.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_quebec_zulu_624378.bin
  FILE  0x7c2        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_symlink_foxtrot_666033.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_symlink_papa_171271.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_symlink_record_104230.lnk
  FILE  0x7c2        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_symlink_sierra_276165.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_symlink_uniform_428106.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731/xbpt_symlink_zulu_569849.lnk
  DIR   0x7d2        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573
  DIR   0x7d9        DIRECTORY             2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_tango_263677
  DIR   0x7b4        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939
  DIR   0x7d0        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199/xbpt_archive_delta_243160.lnk
  FILE  0x7b7        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199/xbpt_hardlink_tango_262790.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199/xbpt_hotel_draft_601421.tmp
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199/xbpt_hotel_draft_601421.tmp:hidden_6604
  FILE  0x7d0        ARCHIVE        355192 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199/xbpt_output_november_364279.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199/xbpt_papa_beta_557122.lnk
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199/xbpt_papa_beta_557122.lnk:hidden_2624
  FILE  0x7d0        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_cache_983199/xbpt_symlink_echo_341188.lnk
  DIR   0x7c3        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188
  DIR   0x7ba        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683
  DIR   0x7be        DIRECTORY             2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572/xbpt_echo_victor_572329.txt
  FILE  0x7b3        ARCHIVE        104425 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572/xbpt_hardlink_kilo_305140.xml
  FILE  0x7b3        ARCHIVE        207836 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572/xbpt_hardlink_mike_998837.log
  FILE  0x7bc        ARCHIVE           128 2022-11-01 07:39:55  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572/xbpt_hardlink_quebec_835914.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572/xbpt_oscar_log_763652.csv
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572/xbpt_oscar_log_763652.csv:hidden_5016
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572/xbpt_symlink_uniform_120393.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572/xbpt_zulu_zulu_280628.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_backup_oscar_154147.tmp
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_backup_oscar_154147.tmp:hidden_3827
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_echo_india_632713.json
  FILE  0x7b3        ARCHIVE        207836 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_hardlink_index_250732.log
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_hardlink_log_117322.lnk
  FILE  0x7ba        ARCHIVE         64776 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_hardlink_log_899492.cfg
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_hardlink_mike_218738.lnk
  FILE  0x7ba        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_symlink_lima_661552.lnk
  FILE  0x7ba        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_symlink_mike_217041.lnk
  FILE  0x7ba        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_symlink_whiskey_800920.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/xbpt_victor_quebec_674393.lnk
  FILE  0x7bc        ARCHIVE        332143 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/xbpt_hardlink_yankee_561458.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/xbpt_quebec_sync_683154.dat
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/xbpt_quebec_sync_683154.dat:hidden_7185
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/xbpt_symlink_config_477397.lnk
  FILE  0x7b7        ARCHIVE        498517 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/xbpt_trace_kilo_387263.ini
  DIR   0x7c9        DIRECTORY             2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138
  DIR   0x7c1        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/dir_gamma_942515
  DIR   0x7d4        DIRECTORY             2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/dir_gamma_942515/dir_audit_936253
  DIR   0x7ca        DIRECTORY             2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/dir_gamma_942515/dir_uniform_710061
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/dir_gamma_942515/xbpt_hardlink_india_341668.lnk
  FILE  0x7b3        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/dir_gamma_942515/xbpt_hardlink_kilo_480110.lnk
  FILE  0x7b4        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/dir_gamma_942515/xbpt_hardlink_yankee_397939.lnk
  FILE  0x7c1        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/dir_gamma_942515/xbpt_symlink_hotel_221042.lnk
  FILE  0x7b3        ARCHIVE        345969 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/dir_gamma_942515/xbpt_whiskey_lima_187248.cfg
  FILE  0x7c9        ARCHIVE             0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_oscar_946138/xbpt_mike_backup_748946.lnk
