==============================================================================
ReFS Directory Tree
==============================================================================
  Image:           win11refstestmftecmd.raw
  ReFS version:    3.14
  Cluster size:    0x1000
  Objects:         250
  Start OID:       0x600
  Start name:      Root Directory

  Total entries:   1744 (237 directories, 1507 files, 84 ADS)

  Type  OID          Attrs            Size Modified             Path
   ADS                                  46                      testspecials/dir_mike_420327/dir_sierra_646867/xbpt_audit_delta_565315.ini:hidden_9081
  FILE  0x7eb        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_mike_420327/dir_sierra_646867/xbpt_hardlink_alpha_535298.lnk
  FILE  0x7c0        ARCHIVE        234603 2026-05-23 07:44:22  testspecials/dir_mike_420327/dir_sierra_646867/xbpt_lima_quebec_713613.txt
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_mike_420327/dir_sierra_646867/xbpt_symlink_log_463588.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:23  testspecials/dir_mike_420327/dir_sierra_646867/xbpt_symlink_tango_611211.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_mike_420327/xbpt_cache_delta_702993.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_mike_420327/xbpt_delta_quebec_902427.bin
  FILE  0x7e1        ARCHIVE        388977 2026-05-23 07:44:21  testspecials/dir_mike_420327/xbpt_echo_archive_728530.md
  FILE  0x7b3        ARCHIVE         12975 2026-05-23 07:44:19  testspecials/dir_mike_420327/xbpt_hardlink_draft_104643.dat
  FILE  0x7b3        ARCHIVE        166910 2026-05-23 07:44:18  testspecials/dir_mike_420327/xbpt_hardlink_report_296579.bin
  FILE  0x7c0        ARCHIVE        260224 2021-12-11 07:40:20  testspecials/dir_mike_420327/xbpt_hardlink_romeo_520215.json
  FILE  0x7b7        ARCHIVE        315729 2026-05-23 07:44:23  testspecials/dir_mike_420327/xbpt_hardlink_tango_580634.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_mike_420327/xbpt_quebec_backup_357108.tmp
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:23  testspecials/dir_mike_420327/xbpt_symlink_data_899702.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_mike_420327/xbpt_symlink_hotel_747128.lnk
  DIR   0x7b9        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583
  DIR   0x7e5        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908
  DIR   0x80b        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525
  DIR   0x80d        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525/dir_archive_862432
  DIR   0x811        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525/dir_record_417854
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525/xbpt_audit_whiskey_287186.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525/xbpt_draft_lima_946204.xml
  FILE  0x7c9        ARCHIVE             0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525/xbpt_hardlink_victor_261726.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525/xbpt_symlink_data_222179.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525/xbpt_symlink_foxtrot_551291.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_data_224525/xbpt_symlink_sierra_549968.lnk
  DIR   0x7fa        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524
  FILE  0x7b3        ARCHIVE        342829 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524/xbpt_hardlink_config_636787.md
  FILE  0x7cb        ARCHIVE        445206 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524/xbpt_hardlink_lima_377434.txt
  FILE  0x7b5        ARCHIVE         83234 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524/xbpt_hardlink_victor_558191.dat
  FILE  0x7cc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524/xbpt_hardlink_zulu_150616.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524/xbpt_papa_echo_619578.tmp
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524/xbpt_symlink_draft_980445.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524/xbpt_symlink_kilo_843440.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524/xbpt_tango_cache_681983.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_foxtrot_sync_868324.tmp
  FILE  0x7e7        ARCHIVE         37401 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_hardlink_backup_305417.lnk
  FILE  0x7b3        0x0            497479 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_hardlink_delta_399790.cfg
  FILE  0x7c6        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_hardlink_oscar_427072.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_november_oscar_753865.bak
   ADS                                  46                      testspecials/dir_romeo_413583/dir_audit_570908/xbpt_november_oscar_753865.bak:hidden_6539
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_symlink_archive_929971.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_symlink_victor_140323.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_symlink_zulu_520629.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_temp_output_635532.lnk
   ADS                                  46                      testspecials/dir_romeo_413583/dir_audit_570908/xbpt_temp_output_635532.lnk:hidden_6473
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_audit_570908/xbpt_whiskey_victor_944587.cfg
  DIR   0x7b7        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584
  DIR   0x7e9        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453
  DIR   0x7e3        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598
  DIR   0x7f1        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/dir_mike_138725
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/dir_mike_138725/xbpt_audit_record_375401.ini
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/dir_mike_138725/xbpt_symlink_zulu_544994.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/xbpt_symlink_kilo_550557.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/xbpt_symlink_output_551694.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/xbpt_symlink_quebec_383756.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/xbpt_symlink_record_501091.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/xbpt_symlink_romeo_640701.lnk
  FILE  0x7e3        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/xbpt_symlink_tango_897488.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/xbpt_trace_echo_189209.ini
  FILE  0x7bc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/xbpt_whiskey_zulu_566078.lnk
  DIR   0x807        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_lima_491245
  DIR   0x7ff        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_lima_509251
  FILE  0x7b3        ARCHIVE        345969 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_lima_509251/xbpt_hardlink_foxtrot_313066.cfg
  FILE  0x7ec        ARCHIVE           128 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_lima_509251/xbpt_hardlink_romeo_712778.md
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_lima_509251/xbpt_romeo_hotel_637270.lnk
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_lima_509251/xbpt_romeo_hotel_637270.lnk:hidden_6473
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_lima_509251/xbpt_romeo_lima_920456.bin
  DIR   0x7bf        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374
  DIR   0x7f2        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863
  DIR   0x7f8        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_backup_805530
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_backup_805530/xbpt_symlink_config_751621.lnk
  DIR   0x7f5        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_victor_557108
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_victor_557108/xbpt_audit_beta_288370.bak
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_victor_557108/xbpt_audit_beta_288370.bak:hidden_4000
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/xbpt_mike_sierra_464341.log
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/xbpt_symlink_cache_297230.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/xbpt_symlink_config_599584.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/xbpt_sync_report_549657.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/xbpt_tango_echo_339305.txt
  FILE  0x7f2        ARCHIVE        260959 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/xbpt_temp_sync_960157.csv
  DIR   0x7db        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_beta_sync_210406.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_config_report_367432.tmp
  FILE  0x7e3        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_hardlink_beta_853034.lnk
  FILE  0x7b5        ARCHIVE         83234 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_hardlink_kilo_263456.dat
  FILE  0x7cb        ARCHIVE        445206 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_hardlink_report_668008.txt
  FILE  0x7bb        ARCHIVE        257732 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_hardlink_report_789047.json
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_symlink_audit_581274.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_tango_archive_399410.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_victor_papa_192283.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610/xbpt_zulu_delta_352801.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_gamma_india_998655.txt
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_gamma_india_998655.txt:hidden_2059
  FILE  0x7b3        ARCHIVE        207836 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hardlink_alpha_499266.log
  FILE  0x7b3        ARCHIVE        448148 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hardlink_archive_353087.xml
  FILE  0x7b7        ARCHIVE        315729 2025-10-27 07:42:06  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hardlink_data_733507.log
  FILE  0x7b3        REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hardlink_delta_938488.lnk
  FILE  0x7f2        ARCHIVE        260959 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hardlink_kilo_716878.csv
  FILE  0x7b3        ARCHIVE        448148 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hardlink_kilo_790796.xml
  FILE  0x7bf        ARCHIVE        345593 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hotel_archive_586981.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hotel_romeo_449238.xml
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_hotel_romeo_449238.xml:hidden_5259
  FILE  (resident)   ARCHIVE             0 2022-07-16 07:41:15  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_index_kilo_795802.md
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_index_kilo_795802.md:hidden_1786
  FILE  0x7bf        ARCHIVE        239817 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_record_lima_304830.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_sierra_mike_629940.md
   ADS                                  46                      testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_sierra_mike_629940.md:hidden_7429
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_symlink_november_206311.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_symlink_sierra_641156.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_symlink_trace_129311.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_symlink_uniform_846496.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_symlink_victor_694702.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_symlink_whiskey_836652.lnk
  FILE  0x7bf        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/xbpt_symlink_zulu_529246.lnk
  DIR   0x7ed        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_temp_363634
  DIR   0x7f3        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133
  FILE  0x7ba        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133/xbpt_hardlink_data_942710.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133/xbpt_sierra_whiskey_250371.log
  FILE  0x7f3        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133/xbpt_symlink_audit_917511.lnk
  FILE  0x7c2        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/xbpt_hardlink_hotel_123880.lnk
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/xbpt_hardlink_victor_283224.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/xbpt_symlink_record_206894.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/xbpt_symlink_trace_352938.lnk
  DIR   0x7ee        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425
  DIR   0x802        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/dir_data_831112
  DIR   0x7fd        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/dir_gamma_191504
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/xbpt_echo_yankee_322941.dat
  FILE  0x7b3        ARCHIVE        345969 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/xbpt_hardlink_beta_326646.cfg
  FILE  0x7b5        ARCHIVE           128 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/xbpt_hardlink_quebec_104996.md
  FILE  0x7da        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/xbpt_hardlink_whiskey_941698.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/xbpt_quebec_foxtrot_661741.xml
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/xbpt_symlink_mike_637141.lnk
  DIR   0x7cc        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580
  DIR   0x7ef        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_mike_190423
  DIR   0x805        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_mike_674275
  DIR   0x7e2        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_november_850849
  FILE  0x7cb        ARCHIVE        445206 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_november_850849/xbpt_hardlink_cache_542871.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_november_850849/xbpt_oscar_temp_699653.ini
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_november_850849/xbpt_symlink_draft_313132.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_november_850849/xbpt_symlink_zulu_947795.lnk
  DIR   0x7e4        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_papa_234045
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_papa_234045/xbpt_symlink_log_295235.lnk
  DIR   0x80e        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_uniform_998997
  DIR   0x7fb        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/dir_zulu_274889
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_archive_november_380119.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_data_config_998556.log
  FILE  0x7c6        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_hardlink_delta_359679.lnk
  FILE  0x7e7        ARCHIVE        257875 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_hardlink_lima_641178.cfg
  FILE  0x7f2        ARCHIVE        260959 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_hardlink_mike_468165.csv
  FILE  0x7b7        ARCHIVE        164255 2026-05-23 07:44:19  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_hardlink_mike_993950.bak
  FILE  0x7b4        0x0               128 2026-05-23 07:44:18  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_hardlink_output_491036.md
  FILE  0x7b3        ARCHIVE        207836 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_hardlink_report_469908.log
  FILE  0x7b3        ARCHIVE        207836 2026-05-23 07:44:21  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_hardlink_tango_294525.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_lima_tango_509335.txt
  FILE  0x7b9        ARCHIVE        377203 2026-05-23 07:44:20  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_romeo_uniform_218052.txt
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580/xbpt_symlink_echo_361962.lnk
